learning_rate,layer1,val_size,min_val_mae,min_val_mse,min_train_mse
0.001,288,98,1.138,1.8937,0.5694
0.001,288,98,1.092,1.7205,0.6063
0.001,288,98,1.1264,1.8282,0.5798
0.001,288,98,1.122,1.8,0.5731
0.001,288,98,1.1363,1.8771,0.5818
0.001,288,98,1.1346,1.8815,0.585
0.001,288,98,1.1256,1.8533,0.6244
0.001,289,98,1.1271,1.8039,0.542
0.001,289,98,1.1206,1.8361,0.5805
0.001,289,98,1.1484,1.8845,0.5706
0.001,289,98,1.1505,1.8801,0.6076
0.001,289,98,1.123,1.841,0.6065
0.001,289,98,1.1271,1.8598,0.5812
0.001,289,98,1.159,1.9574,0.6093
0.001,289,98,1.1467,1.896,0.6031
0.001,289,98,1.1592,1.9864,0.6191
0.001,289,98,1.1517,1.9003,0.5804
0.001,289,98,1.1729,1.978,0.5532
0.001,289,98,1.1535,1.9293,0.5885
0.001,289,98,1.1157,1.8531,0.5796
0.001,289,98,1.1652,1.9599,0.5955
0.001,289,98,1.1338,1.8617,0.6038
0.001,290,98,1.1449,1.885,0.5592
0.001,290,98,1.1254,1.8619,0.5754
0.001,290,98,1.1359,1.8534,0.5815
0.001,290,98,1.1811,1.9671,0.6001
0.001,290,98,1.1545,1.8895,0.5936
0.001,290,98,1.1384,1.9069,0.5909
0.001,290,98,1.1329,1.8425,0.5985
0.001,290,98,1.129,1.8755,0.6013
0.001,290,98,1.1233,1.8331,0.5844
0.001,290,98,1.157,1.8859,0.6107
0.001,290,98,1.1319,1.8834,0.5369
0.001,291,98,1.156,1.9027,0.5628
0.001,291,98,1.1457,1.9106,0.598
0.001,291,98,1.1379,1.8781,0.5901
0.001,291,98,1.1463,1.9407,0.5651
0.001,291,98,1.1319,1.8204,0.5457
0.001,291,98,1.1346,1.8733,0.5578
0.001,291,98,1.1137,1.8027,0.5823
0.001,291,98,1.1454,1.9134,0.5837
0.001,292,98,1.1291,1.8499,0.5737
0.001,292,98,1.1551,1.9021,0.5827
0.001,292,98,1.1146,1.836,0.5971
0.001,292,98,1.1699,1.9593,0.5716
0.001,292,98,1.1367,1.8059,0.5759
0.001,292,98,1.1557,1.8901,0.5995
0.001,292,98,1.1211,1.8527,0.5964
0.001,292,98,1.1076,1.7983,0.5731
0.001,292,98,1.146,1.9154,0.6124
0.001,292,98,1.1398,1.9037,0.6004
0.001,292,98,1.1225,1.8019,0.582
0.001,292,98,1.1307,1.8799,0.5945
0.001,292,98,1.1706,1.9631,0.5707
0.001,293,98,1.1379,1.8763,0.5989
0.001,293,98,1.1293,1.8427,0.6507
0.001,293,98,1.1418,1.8993,0.5991
0.001,293,98,1.1367,1.8648,0.6098
0.001,293,98,1.1172,1.8049,0.5961
0.001,293,98,1.1333,1.8571,0.5857
0.001,293,98,1.152,1.8933,0.5623
0.001,293,98,1.1689,1.9475,0.5848
0.001,293,98,1.1352,1.8782,0.6072
0.001,293,98,1.1386,1.8946,0.617
0.001,294,98,1.1151,1.7744,0.6006
0.001,294,98,1.1472,1.8706,0.5958
0.001,294,98,1.1179,1.8105,0.5727
0.001,294,98,1.1256,1.795,0.6396
0.001,294,98,1.1332,1.877,0.59
0.001,294,98,1.1336,1.8682,0.6085
0.001,294,98,1.1455,1.8581,0.5788
0.001,294,98,1.1098,1.8322,0.6032
0.001,294,98,1.1338,1.8863,0.5918
0.001,294,98,1.1196,1.7984,0.5581
0.001,294,98,1.1506,1.9463,0.5773
0.001,294,98,1.0853,1.7592,0.5891
0.001,294,98,1.126,1.8242,0.6025
0.001,295,98,1.1118,1.7937,0.5833
0.001,295,98,1.1566,1.924,0.5887
0.001,295,98,1.1342,1.8639,0.6091
0.001,295,98,1.1438,1.9252,0.5859
0.001,295,98,1.0918,1.7337,0.5355
0.001,295,98,1.1645,1.9752,0.5565
0.001,295,98,1.1514,1.8632,0.5977
0.001,295,98,1.1231,1.8047,0.6053
0.001,295,98,1.1224,1.8859,0.5863
0.001,295,98,1.1395,1.8446,0.6038
0.001,295,98,1.135,1.8261,0.6073
0.001,295,98,1.0951,1.7834,0.5858
0.001,295,98,1.0965,1.7592,0.5381
0.001,295,98,1.1102,1.8124,0.5586
0.001,296,98,1.1345,1.8784,0.5751
0.001,296,98,1.157,1.9369,0.5581
0.001,296,98,1.1326,1.8651,0.6034
0.001,296,98,1.115,1.7691,0.5602
0.001,296,98,1.1351,1.8731,0.5568
0.001,296,98,1.1344,1.849,0.5769
0.001,296,98,1.1295,1.821,0.5832
0.001,297,98,1.1278,1.853,0.5499
0.001,297,98,1.1528,1.863,0.5788
0.001,298,98,1.1255,1.8151,0.6021
0.001,298,98,1.1529,1.886,0.5863
0.001,298,98,1.1195,1.8393,0.5748
0.001,298,98,1.1331,1.8555,0.5551
0.001,298,98,1.1376,1.8833,0.6041
0.001,298,98,1.1314,1.8625,0.5709
0.001,298,98,1.1132,1.8105,0.598
0.001,299,98,1.1284,1.8332,0.561
0.001,299,98,1.1216,1.8338,0.5799
0.001,299,98,1.1188,1.852,0.5856
0.001,299,98,1.1266,1.8471,0.5625
0.001,299,98,1.1426,1.8695,0.599
0.001,299,98,1.1285,1.8436,0.6012
0.001,299,98,1.1134,1.8608,0.6033
0.001,299,98,1.1223,1.807,0.5853
0.001,300,98,1.1327,1.8334,0.543
0.001,300,98,1.1148,1.8132,0.5776
0.001,300,98,1.14,1.8617,0.6048
0.001,300,98,1.0886,1.8037,0.5511
0.001,300,98,1.1187,1.7847,0.5618
0.001,300,98,1.1286,1.8568,0.5674
0.001,300,98,1.1149,1.7724,0.589
0.001,300,98,1.1207,1.8273,0.584
0.001,300,98,1.1531,1.9212,0.5517
0.001,300,98,1.1195,1.8154,0.582
