learning_rate,layer1,val_size,min_val_mae,min_val_mse,min_train_mse
0.001,158,98,1.1202,1.8013,0.8495
0.001,158,98,1.1291,1.8641,0.8104
0.001,158,98,1.1439,1.8728,0.7702
0.001,158,98,1.1358,1.8565,0.7648
0.001,159,98,1.1516,1.9296,0.7672
0.001,159,98,1.1282,1.8639,0.7936
0.001,159,98,1.1139,1.8197,0.8459
0.001,159,98,1.1334,1.9082,0.7451
0.001,159,98,1.1385,1.8846,0.8478
0.001,159,98,1.1301,1.9051,0.7929
0.001,159,98,1.0947,1.7563,0.8265
0.001,159,98,1.1289,1.8704,0.7774
0.001,159,98,1.1228,1.8415,0.7712
0.001,159,98,1.1537,1.9684,0.8179
0.001,159,98,1.1316,1.8634,0.7787
0.001,159,98,1.141,1.9381,0.7506
0.001,159,98,1.1246,1.8075,0.8455
0.001,159,98,1.1411,1.8894,0.7815
0.001,159,98,1.1569,1.8819,0.8341
0.001,159,98,1.1142,1.8143,0.7961
0.001,160,98,1.1462,1.9129,0.7897
0.001,160,98,1.1516,1.8995,0.7474
0.001,160,98,1.1118,1.8397,0.8059
0.001,160,98,1.1272,1.8929,0.8211
0.001,160,98,1.106,1.8273,0.8785
0.001,160,98,1.1399,1.9053,0.8265
0.001,160,98,1.1168,1.8123,0.8077
0.001,161,98,1.1618,1.9043,0.8209
0.001,161,98,1.14,1.8884,0.7962
0.001,161,98,1.1213,1.8704,0.7594
0.001,161,98,1.1077,1.7621,0.8756
0.001,161,98,1.164,1.9243,0.7399
0.001,161,98,1.1293,1.8041,0.7816
0.001,161,98,1.1416,1.8875,0.7866
0.001,161,98,1.1643,1.9412,0.8214
0.001,161,98,1.1091,1.8081,0.8309
0.001,161,98,1.139,1.9269,0.7658
0.001,161,98,1.1583,1.9645,0.8101
0.001,161,98,1.1014,1.7792,0.8051
0.001,161,98,1.15,1.9118,0.8023
0.001,161,98,1.1318,1.8384,0.8217
0.001,161,98,1.1243,1.8668,0.8392
0.001,162,98,1.1496,1.9636,0.8321
0.001,162,98,1.1118,1.8725,0.7393
0.001,162,98,1.1265,1.8426,0.7748
0.001,162,98,1.143,1.9122,0.7691
0.001,162,98,1.1268,1.8198,0.7651
0.001,162,98,1.1363,1.8526,0.8114
0.001,163,98,1.1131,1.7759,0.7938
0.001,163,98,1.1212,1.8712,0.7424
0.001,163,98,1.1161,1.8031,0.7763
0.001,163,98,1.1511,1.9409,0.8316
0.001,163,98,1.1489,1.9445,0.7403
0.001,163,98,1.1078,1.8353,0.7759
0.001,163,98,1.1581,1.9144,0.8178
0.001,163,98,1.1278,1.8548,0.7879
0.001,163,98,1.1377,1.9086,0.7879
0.001,163,98,1.1466,1.9172,0.8114
0.001,163,98,1.1282,1.8246,0.8146
0.001,163,98,1.1823,2.0635,0.843
0.001,163,98,1.1709,2.0257,0.8185
0.001,163,98,1.1313,1.8852,0.785
0.001,163,98,1.1229,1.8264,0.8203
0.001,164,98,1.1037,1.7839,0.7468
0.001,164,98,1.1387,1.8616,0.7632
0.001,164,98,1.1556,1.9327,0.7933
0.001,164,98,1.0998,1.8069,0.748
0.001,164,98,1.1282,1.9032,0.7687
0.001,164,98,1.1568,1.9293,0.7823
0.001,164,98,1.1263,1.8476,0.7208
0.001,164,98,1.1159,1.897,0.7318
0.001,164,98,1.1476,1.9141,0.857
0.001,165,98,1.1385,1.9067,0.7346
0.001,165,98,1.1026,1.8284,0.7866
0.001,165,98,1.1555,1.8562,0.7366
0.001,165,98,1.1492,1.8567,0.7931
0.001,165,98,1.1465,1.9243,0.8199
0.001,165,98,1.1398,1.8852,0.8027
0.001,165,98,1.1461,1.8609,0.809
0.001,166,98,1.1308,1.8465,0.7644
0.001,166,98,1.1263,1.8761,0.7452
0.001,166,98,1.1314,1.8949,0.7821
0.001,166,98,1.151,1.9527,0.7418
0.001,166,98,1.1051,1.8234,0.7178
0.001,167,98,1.1613,1.9533,0.7854
0.001,167,98,1.1033,1.7747,0.7628
0.001,167,98,1.1082,1.7542,0.7682
0.001,167,98,1.1391,1.8827,0.7682
0.001,167,98,1.1234,1.8169,0.7778
0.001,167,98,1.1361,1.8589,0.761
0.001,167,98,1.1177,1.8473,0.827
0.001,167,98,1.1165,1.8247,0.8077
0.001,168,98,1.163,1.9479,0.7599
0.001,168,98,1.1241,1.8798,0.8214
0.001,168,98,1.1543,1.9054,0.854
0.001,168,98,1.1179,1.8603,0.8037
0.001,168,98,1.1393,1.9056,0.7668
0.001,168,98,1.1361,1.9125,0.8219
0.001,168,98,1.1498,1.9796,0.7257
0.001,168,98,1.138,1.9163,0.7763
0.001,168,98,1.1449,1.8693,0.7804
0.001,168,98,1.1391,1.8662,0.738
0.001,168,98,1.1213,1.8874,0.7692
0.001,168,98,1.1409,1.8642,0.7651
0.001,169,98,1.1596,1.9941,0.7309
0.001,169,98,1.1405,1.8844,0.7537
0.001,169,98,1.1603,1.9564,0.7885
0.001,169,98,1.1245,1.8306,0.8369
0.001,169,98,1.1231,1.8649,0.7313
0.001,169,98,1.1361,1.8583,0.7815
0.001,169,98,1.1491,1.9011,0.7551
0.001,169,98,1.1326,1.857,0.7581
0.001,170,98,1.1205,1.8464,0.7679
0.001,170,98,1.1321,1.8794,0.8272
0.001,170,98,1.1698,1.9766,0.7527
0.001,170,98,1.1353,1.8956,0.7686
0.001,170,98,1.1272,1.894,0.7651
0.001,170,98,1.1386,1.8362,0.7827
0.001,170,98,1.1538,1.9293,0.8355
0.001,170,98,1.1563,1.9037,0.7296
0.001,170,98,1.115,1.8047,0.7639
0.001,170,98,1.1356,1.9288,0.7483
0.001,171,98,1.149,1.8895,0.766
0.001,171,98,1.1133,1.8245,0.7664
0.001,171,98,1.1143,1.8214,0.7985
0.001,171,98,1.1271,1.8744,0.7441
0.001,171,98,1.1387,1.8978,0.7429
0.001,171,98,1.1553,1.9705,0.8267
0.001,171,98,1.1358,1.8763,0.7857
0.001,171,98,1.1606,1.9367,0.8046
0.001,172,98,1.1398,1.8986,0.7594
0.001,172,98,1.122,1.8718,0.7809
0.001,172,98,1.1041,1.8316,0.812
0.001,172,98,1.12,1.8611,0.756
0.001,172,98,1.133,1.825,0.7312
0.001,172,98,1.1445,1.9191,0.7573
0.001,172,98,1.144,1.884,0.766
0.001,173,98,1.1444,1.9174,0.7697
0.001,173,98,1.155,1.8744,0.7748
0.001,173,98,1.1428,1.8987,0.8184
0.001,173,98,1.0971,1.8071,0.7706
0.001,173,98,1.1392,1.8629,0.8133
0.001,173,98,1.1591,1.936,0.7537
0.001,173,98,1.1282,1.9068,0.7146
0.001,173,98,1.1358,1.8496,0.7164
0.001,173,98,1.1274,1.8824,0.7796
0.001,173,98,1.1171,1.8375,0.7526
0.001,174,98,1.0993,1.7447,0.7451
0.001,174,98,1.1414,1.9339,0.7848
0.001,174,98,1.1065,1.8348,0.7857
0.001,174,98,1.1659,1.9999,0.7493
0.001,174,98,1.1203,1.8196,0.7807
0.001,174,98,1.1302,1.853,0.7147
0.001,174,98,1.1316,1.8875,0.7664
0.001,174,98,1.1439,1.8325,0.7512
0.001,175,98,1.1288,1.8705,0.7422
0.001,175,98,1.1602,1.9721,0.7562
0.001,175,98,1.1395,1.8935,0.6767
0.001,175,98,1.1321,1.8789,0.779
0.001,175,98,1.1231,1.8329,0.7456
0.001,175,98,1.1389,1.8765,0.7965
0.001,175,98,1.132,1.8066,0.7904
0.001,175,98,1.1426,1.8797,0.7624
0.001,175,98,1.1208,1.8755,0.7512
0.001,176,98,1.151,1.939,0.7402
0.001,176,98,1.1574,1.9014,0.7831
0.001,176,98,1.1621,1.9532,0.7396
0.001,176,98,1.1073,1.8036,0.7321
0.001,176,98,1.152,1.8681,0.7743
0.001,176,98,1.1173,1.818,0.7579
0.001,176,98,1.1316,1.84,0.7754
0.001,176,98,1.135,1.8572,0.7136
0.001,176,98,1.1359,1.8475,0.7643
0.001,176,98,1.1107,1.8321,0.7909
0.001,176,98,1.1487,1.8975,0.7913
0.001,177,98,1.1301,1.8579,0.7677
0.001,177,98,1.1395,1.8517,0.781
0.001,177,98,1.1367,1.8527,0.6969
0.001,177,98,1.151,1.953,0.7639
0.001,177,98,1.1041,1.786,0.7073
0.001,177,98,1.126,1.839,0.7858
0.001,177,98,1.0931,1.7937,0.7399
0.001,178,98,1.1547,1.8909,0.7546
0.001,178,98,1.1276,1.8056,0.7007
0.001,178,98,1.1605,1.9755,0.76
0.001,178,98,1.1714,1.9468,0.6965
0.001,178,98,1.1171,1.842,0.7838
0.001,178,98,1.1149,1.8333,0.7682
0.001,178,98,1.1334,1.8478,0.7534
0.001,179,98,1.1212,1.8141,0.7527
0.001,179,98,1.1436,1.9267,0.758
0.001,179,98,1.1529,1.8679,0.7397
0.001,179,98,1.1003,1.7621,0.713
0.001,179,98,1.1235,1.8913,0.7465
0.001,179,98,1.1447,1.9239,0.7503
0.001,179,98,1.1488,1.9332,0.7422
0.001,179,98,1.114,1.8018,0.7621
0.001,179,98,1.1142,1.8307,0.7286
0.001,179,98,1.1491,1.9155,0.7268
0.001,179,98,1.1334,1.8934,0.7802
0.001,180,98,1.1485,1.9091,0.7189
0.001,180,98,1.129,1.8711,0.7476
0.001,180,98,1.1421,1.8788,0.7435
0.001,180,98,1.0908,1.7695,0.7634
0.001,180,98,1.104,1.7958,0.7385
0.001,180,98,1.1173,1.8176,0.7338
0.001,180,98,1.1217,1.8124,0.7027
0.001,180,98,1.0878,1.7771,0.7658
0.001,180,98,1.1336,1.8588,0.7529
0.001,180,98,1.1429,1.9147,0.7638
0.001,180,98,1.1068,1.8089,0.7415
0.001,180,98,1.1296,1.8734,0.7735
0.001,181,98,1.1084,1.8285,0.7198
0.001,181,98,1.1417,1.9,0.7389
0.001,181,98,1.1499,1.9493,0.7476
0.001,181,98,1.1719,1.9727,0.7527
0.001,181,98,1.1013,1.7759,0.7314
0.001,181,98,1.1287,1.808,0.779
0.001,181,98,1.1327,1.863,0.7397
0.001,181,98,1.187,1.999,0.7079
0.001,181,98,1.1162,1.816,0.7446
0.001,181,98,1.1539,1.8993,0.7795
0.001,181,98,1.1647,1.9153,0.7779
0.001,182,98,1.1228,1.8261,0.7595
0.001,182,98,1.1126,1.827,0.7416
0.001,182,98,1.1539,1.9507,0.6723
0.001,182,98,1.1523,1.8861,0.7372
0.001,182,98,1.1056,1.8354,0.7304
0.001,182,98,1.1417,1.9258,0.6879
0.001,183,98,1.1571,1.9631,0.7055
0.001,183,98,1.1756,1.936,0.7584
0.001,183,98,1.1397,1.8445,0.7887
0.001,183,98,1.1586,1.9418,0.8027
0.001,183,98,1.1242,1.9107,0.6918
0.001,183,98,1.1081,1.8123,0.7674
0.001,183,98,1.1199,1.7699,0.7523
0.001,183,98,1.1342,1.871,0.7582
0.001,183,98,1.1003,1.7646,0.7481
0.001,183,98,1.1345,1.9332,0.7869
0.001,183,98,1.1351,1.8164,0.7614
0.001,183,98,1.1204,1.8432,0.7263
0.001,184,98,1.1312,1.8401,0.7896
0.001,184,98,1.1309,1.8669,0.7371
0.001,184,98,1.1056,1.7542,0.747
0.001,184,98,1.1208,1.8649,0.7629
0.001,184,98,1.1548,1.9332,0.6936
0.001,184,98,1.1251,1.8015,0.7769
0.001,184,98,1.139,1.8656,0.7466
0.001,184,98,1.1208,1.86,0.7328
0.001,184,98,1.1178,1.853,0.7448
0.001,185,98,1.0996,1.8159,0.762
0.001,185,98,1.1487,1.9153,0.7209
0.001,185,98,1.106,1.7944,0.72
0.001,185,98,1.1367,1.8364,0.7268
0.001,185,98,1.1454,1.9167,0.7229
0.001,186,98,1.1143,1.8105,0.681
0.001,186,98,1.1499,1.9232,0.7567
0.001,186,98,1.1354,1.8724,0.7453
0.001,186,98,1.146,1.8996,0.7274
0.001,186,98,1.1526,1.9319,0.7675
0.001,186,98,1.1107,1.8053,0.7021
0.001,186,98,1.1224,1.8876,0.6924
0.001,186,98,1.1185,1.8424,0.7572
0.001,186,98,1.1108,1.8412,0.7005
0.001,187,98,1.1494,1.861,0.7539
0.001,187,98,1.1456,1.8777,0.7592
0.001,187,98,1.1135,1.8047,0.7287
0.001,187,98,1.123,1.8104,0.7305
0.001,187,98,1.1118,1.7839,0.711
0.001,187,98,1.1457,1.9377,0.7518
0.001,187,98,1.14,1.922,0.6891
0.001,187,98,1.1577,1.8711,0.7733
0.001,187,98,1.1534,1.9128,0.7535
0.001,188,98,1.1176,1.8379,0.7722
0.001,188,98,1.1642,1.9488,0.7436
0.001,188,98,1.1409,1.8939,0.71
0.001,188,98,1.151,1.9559,0.7399
0.001,188,98,1.1588,1.9675,0.7217
0.001,188,98,1.1342,1.8622,0.7559
0.001,188,98,1.1381,1.8744,0.7373
0.001,188,98,1.1289,1.8862,0.7071
0.001,188,98,1.1433,1.9005,0.6942
0.001,189,98,1.1538,1.9229,0.7451
0.001,189,98,1.1437,1.8354,0.7268
0.001,189,98,1.1381,1.9253,0.7421
0.001,189,98,1.1546,1.9727,0.7033
0.001,189,98,1.1329,1.8615,0.7006
0.001,189,98,1.1634,2.0004,0.7235
0.001,189,98,1.1518,1.9234,0.7111
0.001,190,98,1.1418,1.8632,0.733
0.001,190,98,1.1413,1.8919,0.7013
0.001,190,98,1.1253,1.8384,0.7211
0.001,190,98,1.1334,1.8651,0.691
0.001,190,98,1.1338,1.869,0.7027
0.001,190,98,1.1266,1.8616,0.7328
0.001,191,98,1.1269,1.841,0.7171
0.001,191,98,1.1453,1.8531,0.7059
0.001,191,98,1.0929,1.7529,0.7587
0.001,191,98,1.0976,1.7578,0.7405
0.001,191,98,1.15,1.9074,0.7613
0.001,191,98,1.1489,1.8557,0.7196
0.001,191,98,1.1211,1.8166,0.7243
0.001,191,98,1.1468,1.9162,0.7209
0.001,191,98,1.1548,1.9184,0.7955
0.001,191,98,1.1494,1.9412,0.7385
0.001,191,98,1.118,1.7927,0.7962
0.001,191,98,1.1212,1.8488,0.7299
0.001,192,98,1.1476,1.8572,0.6813
0.001,192,98,1.1347,1.8378,0.7429
0.001,192,98,1.1283,1.8257,0.7258
0.001,192,98,1.1255,1.8354,0.7052
0.001,192,98,1.163,1.8896,0.7487
0.001,192,98,1.1128,1.8368,0.7129
0.001,192,98,1.1432,1.9003,0.7302
0.001,193,98,1.1489,1.8851,0.7174
0.001,193,98,1.1259,1.8541,0.7256
0.001,193,98,1.1323,1.8836,0.7458
0.001,193,98,1.1223,1.8179,0.708
0.001,193,98,1.1567,1.9343,0.7107
0.001,193,98,1.1226,1.8753,0.7232
0.001,193,98,1.1111,1.8452,0.7648
0.001,194,98,1.1067,1.785,0.7423
0.001,194,98,1.1352,1.8625,0.7743
0.001,194,98,1.1374,1.8655,0.7274
0.001,194,98,1.1298,1.8374,0.738
0.001,194,98,1.1466,1.8512,0.7406
0.001,194,98,1.1417,1.8678,0.7544
0.001,194,98,1.1547,1.9082,0.7491
0.001,194,98,1.1435,1.8807,0.6776
0.001,194,98,1.1349,1.8364,0.6928
0.001,195,98,1.1696,1.9886,0.7842
0.001,195,98,1.1193,1.8346,0.7573
0.001,195,98,1.1393,1.8208,0.7083
0.001,195,98,1.1354,1.8445,0.7368
0.001,195,98,1.1536,1.8956,0.6945
0.001,195,98,1.1551,1.9317,0.7666
0.001,195,98,1.1307,1.8858,0.7408
0.001,196,98,1.1563,1.9061,0.6848
0.001,196,98,1.1325,1.827,0.7221
0.001,196,98,1.121,1.8199,0.7488
0.001,196,98,1.1443,1.9316,0.7481
0.001,196,98,1.1458,1.9444,0.6839
0.001,196,98,1.1436,1.8817,0.7306
0.001,196,98,1.1268,1.8372,0.7466
0.001,196,98,1.1073,1.7862,0.774
0.001,196,98,1.1147,1.7602,0.7512
0.001,196,98,1.1282,1.7928,0.7235
0.001,197,98,1.1518,1.8958,0.6843
0.001,197,98,1.1351,1.8522,0.6937
0.001,197,98,1.1421,1.886,0.7138
0.001,197,98,1.157,1.9471,0.7256
0.001,197,98,1.1062,1.7918,0.6982
0.001,197,98,1.1306,1.8589,0.7637
0.001,198,98,1.1018,1.754,0.6637
0.001,198,98,1.1306,1.862,0.7266
0.001,198,98,1.1281,1.8524,0.7525
0.001,198,98,1.1477,1.9123,0.7113
0.001,198,98,1.154,1.9388,0.725
0.001,198,98,1.1366,1.8816,0.7021
0.001,198,98,1.1045,1.8408,0.7196
0.001,198,98,1.1095,1.8004,0.6811
0.001,198,98,1.1237,1.8698,0.7447
0.001,198,98,1.1362,1.8852,0.7126
0.001,199,98,1.0999,1.7604,0.6888
0.001,199,98,1.1551,1.8903,0.6977
0.001,199,98,1.1163,1.8416,0.7134
0.001,199,98,1.1351,1.92,0.7522
0.001,199,98,1.1163,1.7622,0.7276
0.001,199,98,1.1341,1.8255,0.7432
0.001,199,98,1.1179,1.8567,0.7104
0.001,199,98,1.1329,1.8432,0.7271
0.001,199,98,1.122,1.7949,0.7185
0.001,199,98,1.1459,1.8782,0.7198
0.001,199,98,1.1487,1.8637,0.7172
0.001,200,98,1.1319,1.8985,0.7625
0.001,200,98,1.1387,1.8654,0.6984
0.001,200,98,1.1221,1.8334,0.753
0.001,200,98,1.1408,1.969,0.6781
0.001,200,98,1.1295,1.8774,0.7396
0.001,200,98,1.1316,1.7862,0.7343
0.001,200,98,1.1237,1.8002,0.7206
0.001,201,98,1.1476,1.8992,0.7456
0.001,201,98,1.1163,1.822,0.7016
0.001,201,98,1.1179,1.7933,0.6938
0.001,201,98,1.1197,1.8243,0.6798
0.001,201,98,1.1422,1.8801,0.6688
0.001,201,98,1.1443,1.9307,0.7186
0.001,201,98,1.1746,1.9809,0.716
0.001,201,98,1.1714,1.9298,0.7417
0.001,201,98,1.1326,1.828,0.6732
0.001,201,98,1.128,1.8148,0.677
0.001,201,98,1.1643,1.9206,0.7091
0.001,202,98,1.1347,1.8836,0.7214
0.001,202,98,1.1523,1.9314,0.6886
0.001,202,98,1.1128,1.805,0.6764
0.001,202,98,1.1697,1.992,0.6826
0.001,202,98,1.1235,1.8525,0.7233
0.001,202,98,1.1156,1.8148,0.7421
0.001,202,98,1.1256,1.797,0.6892
0.001,202,98,1.1442,1.9011,0.7397
0.001,202,98,1.1434,1.9209,0.6756
0.001,202,98,1.1345,1.852,0.6751
0.001,202,98,1.1157,1.8191,0.7258
0.001,203,98,1.1199,1.7974,0.6387
0.001,203,98,1.129,1.8494,0.729
0.001,203,98,1.1419,1.8784,0.6593
0.001,203,98,1.1518,1.9118,0.7523
0.001,203,98,1.1428,1.9073,0.6648
0.001,203,98,1.1506,1.8689,0.7351
0.001,203,98,1.1363,1.883,0.694
0.001,203,98,1.1257,1.8119,0.7332
0.001,203,98,1.1138,1.79,0.6949
0.001,203,98,1.1274,1.8405,0.7134
0.001,204,98,1.1176,1.8547,0.7
0.001,204,98,1.1398,1.9319,0.7568
0.001,204,98,1.1163,1.7778,0.7124
0.001,204,98,1.0874,1.7777,0.6964
0.001,204,98,1.1476,1.9111,0.7159
0.001,204,98,1.1271,1.8596,0.7197
0.001,204,98,1.1133,1.788,0.7069
0.001,204,98,1.1711,1.9559,0.6824
0.001,204,98,1.1502,1.9019,0.6977
0.001,204,98,1.1462,1.8523,0.7056
0.001,205,98,1.1393,1.8567,0.7095
0.001,205,98,1.1541,1.9284,0.7148
0.001,205,98,1.1322,1.8276,0.7241
0.001,205,98,1.1147,1.7913,0.6676
0.001,205,98,1.1508,1.9032,0.7128
0.001,205,98,1.1213,1.7895,0.7056
0.001,205,98,1.1451,1.9364,0.7452
0.001,205,98,1.1553,1.9156,0.726
0.001,206,98,1.1373,1.88,0.6952
0.001,206,98,1.1117,1.7888,0.7125
0.001,206,98,1.1475,1.9111,0.6885
0.001,206,98,1.1357,1.9285,0.6964
0.001,206,98,1.1404,1.9044,0.7448
0.001,206,98,1.1444,1.9037,0.7411
0.001,206,98,1.1387,1.8719,0.7048
0.001,206,98,1.1277,1.837,0.657
0.001,206,98,1.0981,1.8297,0.6923
0.001,206,98,1.1118,1.7666,0.6904
0.001,207,98,1.137,1.8743,0.7121
0.001,207,98,1.1587,1.9535,0.6857
0.001,207,98,1.1408,1.9023,0.6652
0.001,207,98,1.1271,1.8282,0.7206
0.001,207,98,1.147,1.9079,0.7401
0.001,207,98,1.1123,1.8219,0.6843
0.001,207,98,1.152,1.9303,0.6889
0.001,207,98,1.1329,1.8478,0.6759
0.001,208,98,1.1062,1.7904,0.6848
0.001,208,98,1.0905,1.7781,0.7275
0.001,208,98,1.1076,1.8074,0.7626
0.001,208,98,1.1591,1.9384,0.6785
0.001,208,98,1.1238,1.8413,0.6884
0.001,209,98,1.1373,1.8408,0.688
0.001,209,98,1.1415,1.8642,0.7586
0.001,209,98,1.1005,1.8597,0.7398
0.001,209,98,1.0877,1.7671,0.7053
0.001,209,98,1.1299,1.8949,0.6986
0.001,209,98,1.1555,1.8766,0.6955
0.001,209,98,1.1277,1.7835,0.7073
0.001,209,98,1.1425,1.896,0.7281
0.001,209,98,1.1243,1.8552,0.6796
0.001,209,98,1.1468,1.9106,0.6809
0.001,210,98,1.106,1.7787,0.7144
0.001,210,98,1.1305,1.8191,0.6642
0.001,210,98,1.1279,1.8591,0.737
0.001,210,98,1.1155,1.8333,0.6673
0.001,210,98,1.1383,1.896,0.6853
0.001,210,98,1.1256,1.8846,0.6889
0.001,210,98,1.106,1.7623,0.6923
0.001,210,98,1.1353,1.8719,0.6756
0.001,210,98,1.1119,1.7716,0.72
0.001,210,98,1.1249,1.8466,0.6313
0.001,210,98,1.1589,1.9319,0.7119
0.001,210,98,1.1728,1.948,0.7098
0.001,210,98,1.1657,1.9692,0.6869
0.001,210,98,1.1123,1.7936,0.683
0.001,211,98,1.1548,1.9276,0.6785
0.001,211,98,1.1347,1.8659,0.697
0.001,211,98,1.1426,1.8717,0.7321
0.001,211,98,1.1407,1.8461,0.6632
0.001,211,98,1.1221,1.8226,0.6838
0.001,211,98,1.1373,1.8837,0.7353
0.001,211,98,1.1448,1.9099,0.7266
0.001,211,98,1.1266,1.8183,0.6713
0.001,211,98,1.1292,1.8566,0.6552
0.001,211,98,1.114,1.8124,0.7115
0.001,211,98,1.1395,1.9238,0.6808
0.001,211,98,1.1377,1.9239,0.7184
0.001,211,98,1.1454,1.8811,0.7027
0.001,212,98,1.1216,1.8473,0.6818
0.001,212,98,1.1331,1.8802,0.6378
0.001,212,98,1.1377,1.9151,0.6602
0.001,212,98,1.1544,1.8979,0.6673
0.001,212,98,1.1222,1.8105,0.6795
0.001,212,98,1.1541,1.9286,0.7156
0.001,212,98,1.1536,1.9314,0.6523
0.001,212,98,1.1276,1.8215,0.6676
0.001,212,98,1.1056,1.7756,0.6703
0.001,213,98,1.1263,1.864,0.7124
0.001,213,98,1.164,1.9585,0.6669
0.001,213,98,1.1263,1.8687,0.6819
0.001,213,98,1.1388,1.8389,0.7349
0.001,213,98,1.1341,1.8566,0.7091
0.001,213,98,1.1313,1.8489,0.6789
0.001,213,98,1.1765,1.9877,0.7379
0.001,213,98,1.1177,1.7889,0.7037
0.001,213,98,1.1126,1.8271,0.7064
0.001,213,98,1.1251,1.8085,0.6441
0.001,213,98,1.1059,1.7407,0.7152
0.001,213,98,1.1206,1.8384,0.6982
0.001,213,98,1.1552,1.965,0.7442
0.001,213,98,1.1441,1.9356,0.6631
0.001,213,98,1.1177,1.7727,0.6784
0.001,213,98,1.124,1.8681,0.6706
0.001,213,98,1.1748,1.9674,0.7243
0.001,213,98,1.1332,1.8546,0.7163
0.001,213,98,1.1404,1.8956,0.6974
0.001,214,98,1.1382,1.9125,0.6785
0.001,214,98,1.1109,1.7338,0.7045
0.001,214,98,1.1319,1.8448,0.7236
0.001,214,98,1.1227,1.8206,0.658
0.001,214,98,1.1405,1.9257,0.6483
0.001,214,98,1.1338,1.8188,0.6823
0.001,214,98,1.1303,1.8748,0.6867
0.001,214,98,1.1766,1.95,0.757
0.001,214,98,1.1639,1.9788,0.7187
0.001,215,98,1.1258,1.8421,0.6464
0.001,215,98,1.1013,1.7646,0.6713
0.001,215,98,1.1422,1.8993,0.6889
0.001,215,98,1.1275,1.8437,0.6834
0.001,215,98,1.1274,1.8505,0.6562
0.001,215,98,1.0886,1.7726,0.6645
0.001,215,98,1.1138,1.8273,0.6592
0.001,216,98,1.1231,1.8554,0.6658
0.001,216,98,1.1352,1.818,0.7285
0.001,216,98,1.1031,1.7646,0.6666
0.001,216,98,1.1544,1.8772,0.7042
0.001,216,98,1.1002,1.8029,0.69
0.001,216,98,1.1271,1.8368,0.679
0.001,216,98,1.128,1.8747,0.6971
0.001,216,98,1.1405,1.8805,0.6812
0.001,217,98,1.1446,1.9163,0.6962
0.001,217,98,1.1627,1.9718,0.6696
0.001,217,98,1.1484,1.8661,0.6644
0.001,217,98,1.152,1.8831,0.7133
0.001,217,98,1.1498,1.9209,0.6282
0.001,217,98,1.1273,1.8277,0.6584
0.001,217,98,1.1605,1.8693,0.7202
0.001,217,98,1.1418,1.9204,0.7177
0.001,217,98,1.1231,1.8417,0.691
0.001,217,98,1.1236,1.8828,0.6839
0.001,218,98,1.1022,1.7527,0.6821
0.001,218,98,1.1198,1.8817,0.6815
0.001,218,98,1.1496,1.8871,0.6667
0.001,218,98,1.135,1.8549,0.6835
0.001,218,98,1.13,1.8689,0.683
0.001,218,98,1.1651,2.0151,0.6124
0.001,218,98,1.1122,1.7867,0.6422
0.001,218,98,1.1555,1.9483,0.7223
0.001,218,98,1.1182,1.8102,0.6918
0.001,218,98,1.1169,1.8351,0.705
0.001,218,98,1.1365,1.8819,0.6827
0.001,219,98,1.1222,1.7973,0.7226
0.001,219,98,1.1326,1.8749,0.6628
0.001,219,98,1.1128,1.7842,0.6823
0.001,219,98,1.1367,1.9027,0.7196
0.001,219,98,1.1171,1.7978,0.6498
0.001,219,98,1.1358,1.8631,0.7219
0.001,219,98,1.135,1.891,0.648
0.001,219,98,1.138,1.8675,0.6683
0.001,219,98,1.1062,1.825,0.6796
0.001,219,98,1.1389,1.88,0.7041
0.001,219,98,1.1399,1.8642,0.6302
0.001,219,98,1.1181,1.8385,0.6685
0.001,219,98,1.1606,1.8973,0.723
0.001,219,98,1.116,1.7954,0.6856
0.001,220,98,1.1405,1.8736,0.6687
0.001,220,98,1.1166,1.8555,0.7173
0.001,220,98,1.1758,1.9434,0.666
0.001,220,98,1.121,1.8635,0.6709
0.001,220,98,1.121,1.8635,0.6679
0.001,220,98,1.1303,1.8264,0.6328
0.001,220,98,1.1335,1.8628,0.7003
0.001,220,98,1.1476,1.9075,0.6839
0.001,220,98,1.1182,1.8465,0.6651
0.001,220,98,1.1637,1.9622,0.6952
0.001,220,98,1.1268,1.8509,0.6626
0.001,220,98,1.1274,1.7944,0.746
0.001,220,98,1.1557,1.9391,0.6807
0.001,221,98,1.0835,1.7072,0.6774
0.001,221,98,1.1285,1.8875,0.6938
0.001,221,98,1.1591,1.8663,0.6766
0.001,221,98,1.1254,1.7966,0.7001
0.001,221,98,1.1255,1.8915,0.6929
0.001,221,98,1.1217,1.8492,0.674
0.001,221,98,1.1261,1.8357,0.6777
0.001,221,98,1.0991,1.8326,0.6958
0.001,221,98,1.1193,1.8583,0.6479
0.001,222,98,1.1519,1.9199,0.6577
0.001,222,98,1.1177,1.8328,0.6842
0.001,222,98,1.0936,1.8017,0.6594
0.001,222,98,1.12,1.8156,0.7012
0.001,222,98,1.1014,1.7626,0.696
0.001,222,98,1.1511,1.9373,0.7115
0.001,222,98,1.1379,1.893,0.6759
0.001,222,98,1.1603,1.9291,0.6851
0.001,222,98,1.1478,1.9456,0.6641
0.001,222,98,1.1417,1.8517,0.6547
0.001,222,98,1.1181,1.866,0.6223
0.001,222,98,1.1593,1.8883,0.6622
0.001,222,98,1.1304,1.8744,0.6085
0.001,222,98,1.1212,1.8378,0.6828
